"","ID","class","DAH","Elevation","CBL_sl","T_max_sl","SWI_sl","SOS_sl"
"1",8500,1,1.46245862315649,1225.56853483384,-8.42004531088743,0.132686896341928,0.0173614623589306,0.348247686142508
"2",8502,1,-1.08870150214735,1142.74512046594,-8.42004531088743,0.132686896341928,0.0180248114292478,-0.145714520351524
"3",9823,1,1.44648311273647,930.582908779053,-8.42004531088743,0.132686896341928,0.0144104160282149,-0.206175538921672
"4",10049,2,0.0287814143343743,1076.09717615558,-8.42004531088743,0.132686896341928,0.0167598529205623,-0.285518727673622
"5",10269,1,0.401819897640895,1070.00031768107,-8.42004531088743,0.132686896341928,0.0179402683380617,-0.387207414681528
"6",12223,2,-1.50745812611129,936.728409547591,-8.42004531088743,0.132686896341928,0.0143470619286052,0
"7",12441,1,0.0590671412368781,962.904482894329,-8.42004531088743,0.132686896341928,0.0144281312913885,0.154681960401454
"8",12641,1,-0.706861082845245,1047.72914220899,-6.91413706772366,0.120730898471064,0.0190787908127999,-0.20819073693817
"9",12660,1,1.42343008285331,910.247394901214,-8.42004531088743,0.132686896341928,0.0135001063681714,-0.83276299110162
"10",12661,1,0.625949629273284,932.306657630798,-8.42004531088743,0.132686896341928,0.0139393873115369,-0.261176263964794
"11",12841,1,1.07574789205534,1158.73053669339,-6.91413706772366,0.120730898471064,0.0194847961018926,-0.333097579512208
"12",12842,1,1.26158534690751,1153.07893006895,-6.91413706772366,0.120730898471064,0.0195815758697211,-0.138798047133041
"13",12880,1,0.281319728248853,902.209068974999,-8.42004531088743,0.132686896341928,0.0154776165593785,0.397165455765316
"14",13034,1,1.0008628271913,1179.3096652026,-7.21480370755031,0.12243704837536,0.0226112839690494,-0.278631014072778
"15",13062,1,-0.177764444392325,1159.9922205197,-6.91413706772366,0.120730898471064,0.0197605434554279,-0.0773244985804381
"16",13098,1,-1.35369296881322,815.371687775356,-8.42004531088743,0.132686896341928,0.0134073471606325,-0.999410254943339
"17",13099,1,0.374347843418792,876.653837417257,-8.42004531088743,0.132686896341928,0.0140245698371581,-0.309891999628649
"18",13267,2,-1.0657424425568,1091.36142678308,-7.21480370755031,0.12243704837536,0.0207335812086391,-0.47698845614557
"19",13282,1,1.45468706670119,1126.55294163918,-6.91413706772366,0.120730898471064,0.0199288695087595,0.0356863511928041
"20",13317,1,1.43182198462785,801.157725178408,-8.42004531088743,0.132686896341928,0.0131617785344671,-0.802979540802355
"21",13318,1,0.431721545619581,842.380839445291,-8.42004531088743,0.132686896341928,0.01500394134192,-0.718258042436687
"22",13486,2,1.44812497988218,1068.90385584626,-7.21480370755031,0.12243704837536,0.0214648586926304,-0.0555048661800487
"23",13527,2,0.190169326846745,1105.67970756716,-6.91413706772366,0.120730898471064,0.0208378062639014,0.333242059145674
"24",13528,2,-1.44578578819147,1079.21480061346,-6.91413706772366,0.120730898471064,0.018540202450101,-0.167738302190417
"25",13537,1,-1.33113322566704,816.063858770564,-8.42004531088743,0.132686896341928,0.0134093478769195,-0.800753841188893
"26",13721,1,0.256128810825008,1000.90961813422,-6.91413706772366,0.120730898471064,0.0157835799402701,-0.614995787700084
"27",13722,1,0.0572144639915962,906.044847579878,-6.91413706772366,0.120730898471064,0.0168679424294283,-0.320263545465167
"28",13941,1,-1.50898968475996,934.084995044617,-6.91413706772366,0.120730898471064,0.0158256216107715,-1.17368197938315
"29",16076,1,0.395889144370626,1204.01352399412,-7.49851210671836,0.117777820252193,0.0209169917954435,-0.232882977708664
"30",16077,1,-1.49610363686302,1154.50988729312,-7.49851210671836,0.117777820252193,0.0220192210057194,0
"31",16294,1,-0.441989984780123,1280.59870144725,-7.49851210671836,0.117777820252193,0.0230069580069753,0
"32",16295,1,-0.257602657165653,1239.55970892082,-7.49851210671836,0.117777820252193,0.0208301539873034,0
"33",16296,1,-1.38131605048273,1202.5920936494,-7.49851210671836,0.117777820252193,0.0218052827616785,0.0333089979923344
"34",16297,1,0.2770077547978,1238.03023445942,-7.49851210671836,0.117777820252193,0.0234869587197572,-0.083257299270073
"35",16298,1,1.37113617529704,1280.74176614005,-7.49851210671836,0.117777820252193,0.0241780705371528,-0.133829923467059
"36",16299,1,-0.743995221802131,1288.07121070767,-7.49851210671836,0.117777820252193,0.0222762707865258,-0.300554302729495
"37",16300,1,-0.464345080789642,1250.65162029438,-7.49851210671836,0.117777820252193,0.0232549917700695,-0.316432451771252
"38",16301,1,-0.362504638540677,1240.99549118232,-7.49851210671836,0.117777820252193,0.0226288527486559,-0.399635049804034
"39",16513,2,0.907565920734893,1273.20195527549,-7.49851210671836,0.117777820252193,0.0238689867229071,-0.261176263964794
"40",16517,1,-1.53183615751272,1224.64832984061,-7.49851210671836,0.117777820252193,0.0231068176700114,0
"41",16518,1,1.5197580626775,1267.52245950491,-7.49851210671836,0.117777820252193,0.0225454263245376,-0.117970529066242
"42",16519,1,-1.33046814114625,1275.98037540544,-7.49851210671836,0.117777820252193,0.0240302880778929,0
"43",16520,1,-1.25341534398187,1279.04669864785,-7.49851210671836,0.117777820252193,0.0241741086723089,0
"44",16521,1,1.53241322642662,1266.04422645406,-7.49851210671836,0.117777820252193,0.0240780613926247,0
"45",16522,1,-0.139285247117928,1246.73913021336,-7.49851210671836,0.117777820252193,0.022880132829922,-0.0971598997454071
"46",16523,1,-0.396037560500971,1238.78501804389,-7.49851210671836,0.117777820252193,0.0229965841770031,0
"47",16524,1,0.965957231610722,1227.16372327847,-7.49851210671836,0.117777820252193,0.0234726629784191,0
"48",16525,1,-0.689143607997561,1212.63940643897,-7.49851210671836,0.117777820252193,0.0219340124219957,0.0627018148710588
"49",16526,1,-1.42099650374349,1161.43722823556,-7.49851210671836,0.117777820252193,0.02023966604059,-0.261176263964794
"50",16728,1,-1.45270145722094,1215.02739282984,-7.49851210671836,0.117777820252193,0.021566221862639,0
"51",16745,1,-1.3072578477613,1206.97968256947,-7.49851210671836,0.117777820252193,0.0232448589954324,0.153298435616045
"52",16746,1,-1.2016121976356,1177.6621111872,-7.49851210671836,0.117777820252193,0.0215938141970961,-0.344946354504166
"53",16747,2,-1.48440690054631,1141.49235057072,-7.49851210671836,0.117777820252193,0.0218615684207324,-0.499633342675433
"54",16755,1,1.41289856920849,974.450567406521,-7.34224404152248,0.110364100729391,0.0183413762976396,0.0888368308535744
"55",16760,1,-1.35283140063349,951.353228007912,-7.34224404152248,0.110364100729391,0.0204412492052815,-0.188105444613176
"56",16761,1,-1.51892099583334,897.751778825025,-7.34224404152248,0.110364100729391,0.0209730876142438,-0.124914442162902
"57",16762,1,-0.487361000158447,874.437642356992,-7.34224404152248,0.110364100729391,0.0209128378217223,-0.281862821411414
"58",16943,1,0.720763042453716,1176.54962770216,-7.49851210671836,0.117777820252193,0.0232817999256413,-0.132396225820284
"59",16965,2,-1.42647262960321,1186.90437371099,-7.49851210671836,0.117777820252193,0.020233825602412,-0.247932724655943
"60",16966,1,-0.643728437393933,1198.77763833244,-7.49851210671836,0.117777820252193,0.0216021944489782,-0.290010768726913
"61",17162,1,0.135593197918346,1222.45191931417,-7.49851210671836,0.117777820252193,0.0235680492953127,-0.320263545465167
"62",17163,1,0.530809111966129,1260.51988327623,-7.49851210671836,0.117777820252193,0.0248005197758737,-0.145714520351524
"63",17185,1,0.531266416947475,1204.47718371717,-7.49851210671836,0.117777820252193,0.0227646337875886,0
"64",17186,1,1.13533383228253,1238.11526371137,-7.49851210671836,0.117777820252193,0.0241332276186915,-0.0454206072672972
"65",17378,2,1.28659665034833,1251.54293232233,-7.49851210671836,0.117777820252193,0.0240724844308045,0
"66",17381,1,-1.48669891179315,1265.5486537043,-7.49851210671836,0.117777820252193,0.0253893378036739,-0.14991329493492
"67",17382,1,0.827643204292045,1298.81807301385,-7.49851210671836,0.117777820252193,0.0240396179580469,-0.0333089979923344
"68",17383,1,0.0637616851175913,1326.42615831113,-7.49851210671836,0.117777820252193,0.0231991450476756,-0.231973495741314
"69",17384,1,-1.48708615436282,1307.82393529534,-7.49851210671836,0.117777820252193,0.0230973046161398,0
"70",17404,1,-1.30940937971484,1229.10323635795,-7.49851210671836,0.117777820252193,0.0214736168557744,0.0454319143639532
"71",17406,1,0.392187423596598,1255.27679874136,-7.34224404152248,0.110364100729391,0.0218278520285024,-0.142745404771216
"72",17407,1,0.257255771317273,1240.09571489277,-7.34224404152248,0.110364100729391,0.0214202803408533,0
"73",17408,1,1.45114565067492,1212.86266568357,-7.34224404152248,0.110364100729391,0.0178187820414395,-0.129087378073054
"74",17409,1,1.03274433596487,1194.17415364809,-7.34224404152248,0.110364100729391,0.0191435063820488,-0.465717392894609
"75",17597,1,0.625821954170689,1261.62909321465,-7.49851210671836,0.117777820252193,0.0248658461668229,-0.154630001655681
"76",17599,1,-1.50358125513558,1252.83783602155,-7.49851210671836,0.117777820252193,0.0260634146330556,-0.133254233479739
"77",17600,1,1.01116265288604,1302.8636879522,-7.49851210671836,0.117777820252193,0.0262050720366654,-0.184527046156771
"78",17601,1,0.980604220188587,1325.84345800058,-7.49851210671836,0.117777820252193,0.0238772021154843,0
"79",17602,1,0.864244770173855,1346.42617014237,-7.49851210671836,0.117777820252193,0.0235401612152,-0.145727183058637
"80",17603,1,0.484156292981579,1327.08415629432,-7.49851210671836,0.117777820252193,0.0237174303157963,-0.341120610169374
"81",17623,1,1.39431522294697,1187.14465124156,-7.49851210671836,0.117777820252193,0.0219874361156554,0
"82",17624,1,1.34082022112025,1162.84205996427,-7.49851210671836,0.117777820252193,0.0223657764977543,0.333029197080292
"83",17626,1,0.123107913015603,1221.05985269458,-7.34224404152248,0.110364100729391,0.0206545042115033,0.264720141825245
"84",17627,1,-1.03763548849026,1228.5561801629,-7.34224404152248,0.110364100729391,0.0202827840651667,0
"85",17811,1,-1.25954957154248,1266.33153258873,-7.49851210671836,0.117777820252193,0.0244239624441534,0
"86",17812,1,1.30432907587635,1241.72331592183,-7.49851210671836,0.117777820252193,0.0245002949716353,-0.0838578439985524
"87",17815,1,1.306328185726,1254.57483344193,-7.49851210671836,0.117777820252193,0.025329481056348,0.236207057289296
"88",17816,1,-0.837266084267435,1284.41859826713,-7.49851210671836,0.117777820252193,0.0240549675630256,-0.0870587546549312
"89",17817,2,-0.626190052370228,1259.94747078067,-7.49851210671836,0.117777820252193,0.0242154329911424,-0.0832784063501685
"90",17818,1,-0.176126087424603,1275.70679751276,-7.49851210671836,0.117777820252193,0.0239262939138688,-0.333059588501818
"91",17819,1,1.36872449295167,1312.90587690432,-7.49851210671836,0.117777820252193,0.0255830402030396,-0.333059588501818
"92",17820,1,0.47378537780758,1326.54659789079,-7.49851210671836,0.117777820252193,0.0244122557838095,-0.333219256217203
"93",17821,1,-1.07696150887901,1339.36777920083,-7.49851210671836,0.117777820252193,0.0244813188834211,-0.720228370066418
"94",17822,1,-1.44751634875182,1314.72403035556,-7.49851210671836,0.117777820252193,0.0232730099507246,-0.0713796819184055
"95",17847,1,-0.335448633291653,1191.54157267842,-7.34224404152248,0.110364100729391,0.0208721385044398,0.183202534757477
"96",17848,1,-0.354424426176932,1194.40517307621,-7.34224404152248,0.110364100729391,0.0212257837430447,0
"97",18027,1,-0.274570034784033,1242.6202121843,-7.52795517840064,0.116954207803734,0.0228533138727861,-0.199872229464407
"98",18028,1,-1.37044643808066,1264.11156774425,-7.49851210671836,0.117777820252193,0.0246551390518413,0
"99",18029,1,1.25173456371852,1280.89493283365,-7.49851210671836,0.117777820252193,0.0250426304949428,0.0454206072672972
